Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID3816,Greg,2021-03-08,12:23:02,Technical Support,Y,Y,67.0,00:03:51,3.0,1,1,March
ID3817,Stewart,2021-03-08,12:25:55,Admin Support,Y,Y,68.0,00:01:07,4.0,1,1,March
ID3818,Joe,2021-03-08,12:25:55,Streaming,Y,N,69.0,00:06:28,5.0,1,0,March
ID3819,Dan,2021-03-08,13:07:41,Technical Support,N,N,,,,0,0,March
ID3820,Dan,2021-03-08,13:07:41,Payment related,Y,Y,29.0,00:02:35,3.0,1,1,March
ID3821,Dan,2021-03-08,13:10:34,Technical Support,Y,N,62.0,00:05:22,3.0,1,0,March
ID3822,Stewart,2021-03-08,13:10:34,Payment related,Y,Y,109.0,00:05:19,4.0,1,1,March
ID3823,Martha,2021-03-08,13:33:36,Payment related,Y,Y,59.0,00:04:30,3.0,1,1,March
ID3824,Joe,2021-03-08,13:33:36,Technical Support,Y,Y,51.0,00:03:01,4.0,1,1,March
ID3825,Greg,2021-03-08,13:46:34,Streaming,Y,Y,11.0,00:05:22,4.0,1,1,March
ID3826,Stewart,2021-03-08,13:46:34,Admin Support,N,N,,,,0,0,March
ID3827,Joe,2021-03-08,13:50:53,Payment related,Y,Y,44.0,00:03:26,4.0,1,1,March
ID3828,Stewart,2021-03-08,13:50:53,Payment related,Y,Y,35.0,00:03:56,2.0,1,1,March
ID3829,Becky,2021-03-08,13:55:12,Streaming,Y,Y,17.0,00:03:38,1.0,1,1,March
ID3830,Dan,2021-03-08,13:55:12,Streaming,Y,Y,105.0,00:06:08,4.0,1,1,March
ID3831,Diane,2021-03-08,14:35:31,Streaming,N,N,,,,0,0,March
ID3832,Greg,2021-03-08,14:35:31,Technical Support,N,N,,,,0,0,March
ID3833,Diane,2021-03-08,15:00:00,Admin Support,Y,Y,10.0,00:00:34,5.0,1,1,March
ID3834,Becky,2021-03-08,15:00:00,Payment related,Y,Y,110.0,00:01:54,3.0,1,1,March
ID3835,Greg,2021-03-08,15:04:19,Payment related,Y,Y,41.0,00:01:13,5.0,1,1,March
ID3836,Stewart,2021-03-08,15:04:19,Contract related,Y,Y,46.0,00:02:30,4.0,1,1,March
ID3837,Martha,2021-03-08,15:25:55,Admin Support,Y,Y,109.0,00:03:02,3.0,1,1,March
ID3838,Becky,2021-03-08,15:25:55,Technical Support,Y,Y,18.0,00:02:59,5.0,1,1,March
ID3839,Becky,2021-03-08,15:40:19,Payment related,Y,Y,61.0,00:02:21,4.0,1,1,March
ID3840,Dan,2021-03-08,15:40:19,Streaming,Y,N,42.0,00:04:05,3.0,1,0,March
ID3841,Diane,2021-03-08,16:37:55,Payment related,Y,Y,105.0,00:05:15,3.0,1,1,March
ID3842,Martha,2021-03-08,16:37:55,Admin Support,Y,Y,85.0,00:00:34,3.0,1,1,March
ID3843,Becky,2021-03-08,17:00:58,Contract related,Y,N,95.0,00:05:05,3.0,1,0,March
ID3844,Dan,2021-03-08,17:00:58,Payment related,Y,Y,71.0,00:01:00,5.0,1,1,March
ID3845,Greg,2021-03-08,17:31:12,Payment related,Y,Y,15.0,00:04:52,3.0,1,1,March
ID3846,Becky,2021-03-08,17:31:12,Admin Support,Y,Y,21.0,00:02:51,5.0,1,1,March
ID3847,Diane,2021-03-08,17:38:24,Streaming,Y,N,123.0,00:02:03,4.0,1,0,March
ID3848,Jim,2021-03-08,17:38:24,Admin Support,Y,Y,107.0,00:03:59,1.0,1,1,March
ID3849,Joe,2021-03-08,17:48:29,Streaming,Y,Y,93.0,00:06:50,3.0,1,1,March
ID3850,Dan,2021-03-08,17:48:29,Payment related,Y,Y,110.0,00:00:31,4.0,1,1,March
ID3851,Diane,2021-03-08,17:48:29,Streaming,Y,Y,18.0,00:02:07,5.0,1,1,March
ID3852,Jim,2021-03-08,17:48:29,Contract related,Y,Y,33.0,00:04:43,3.0,1,1,March
ID3853,Jim,2021-03-08,17:51:22,Contract related,Y,Y,71.0,00:04:36,4.0,1,1,March
ID3854,Dan,2021-03-08,17:51:22,Admin Support,Y,Y,19.0,00:05:07,4.0,1,1,March
ID3855,Dan,2021-03-08,17:52:48,Payment related,Y,Y,93.0,00:06:41,4.0,1,1,March
ID3856,Diane,2021-03-08,17:52:48,Technical Support,Y,Y,43.0,00:03:39,1.0,1,1,March
ID3857,Diane,2021-03-09,09:18:43,Technical Support,Y,N,92.0,00:04:53,5.0,1,0,March
ID3858,Martha,2021-03-09,09:18:43,Contract related,Y,Y,19.0,00:05:14,3.0,1,1,March
ID3859,Dan,2021-03-09,09:40:19,Contract related,N,N,,,,0,0,March
ID3860,Becky,2021-03-09,09:40:19,Contract related,Y,Y,66.0,00:02:15,1.0,1,1,March
ID3861,Greg,2021-03-09,10:13:26,Contract related,Y,Y,47.0,00:02:16,4.0,1,1,March
ID3862,Dan,2021-03-09,10:13:26,Technical Support,Y,Y,80.0,00:05:23,3.0,1,1,March
ID3863,Greg,2021-03-09,10:27:50,Streaming,Y,Y,82.0,00:03:37,2.0,1,1,March
ID3864,Martha,2021-03-09,10:27:50,Technical Support,Y,Y,88.0,00:02:51,1.0,1,1,March
ID3865,Martha,2021-03-09,10:29:17,Technical Support,Y,Y,51.0,00:01:26,4.0,1,1,March
ID3866,Becky,2021-03-09,10:29:17,Contract related,Y,N,41.0,00:05:24,3.0,1,0,March
ID3867,Diane,2021-03-09,10:30:43,Payment related,Y,Y,46.0,00:02:54,1.0,1,1,March
ID3868,Martha,2021-03-09,10:30:43,Technical Support,Y,Y,113.0,00:06:41,4.0,1,1,March
ID3869,Diane,2021-03-09,11:02:24,Admin Support,Y,Y,52.0,00:02:56,4.0,1,1,March
ID3870,Diane,2021-03-09,11:02:24,Technical Support,Y,Y,77.0,00:05:01,3.0,1,1,March
ID3871,Greg,2021-03-09,11:03:50,Streaming,Y,Y,119.0,00:01:56,1.0,1,1,March
ID3872,Diane,2021-03-09,11:03:50,Payment related,N,N,,,,0,0,March
ID3873,Joe,2021-03-09,11:22:34,Admin Support,Y,Y,63.0,00:00:50,3.0,1,1,March
ID3874,Becky,2021-03-09,11:22:34,Streaming,Y,N,41.0,00:06:21,4.0,1,0,March
ID3875,Diane,2021-03-09,11:48:29,Contract related,Y,Y,93.0,00:06:40,5.0,1,1,March
ID3876,Becky,2021-03-09,11:48:29,Streaming,Y,N,63.0,00:05:06,2.0,1,0,March
ID3877,Diane,2021-03-09,13:22:05,Contract related,N,N,,,,0,0,March
ID3878,Martha,2021-03-09,13:22:05,Streaming,Y,N,43.0,00:01:57,2.0,1,0,March
ID3879,Jim,2021-03-09,13:26:24,Payment related,Y,Y,88.0,00:02:36,4.0,1,1,March
ID3880,Stewart,2021-03-09,13:26:24,Contract related,Y,Y,100.0,00:01:06,4.0,1,1,March
ID3881,Diane,2021-03-09,13:45:07,Admin Support,N,N,,,,0,0,March
ID3882,Stewart,2021-03-09,13:45:07,Admin Support,Y,Y,108.0,00:01:01,5.0,1,1,March
ID3883,Greg,2021-03-09,15:21:36,Payment related,Y,Y,88.0,00:04:01,3.0,1,1,March
ID3884,Diane,2021-03-09,15:21:36,Payment related,N,N,,,,0,0,March
ID3885,Becky,2021-03-09,15:23:02,Contract related,Y,Y,72.0,00:04:43,3.0,1,1,March
ID3886,Joe,2021-03-09,15:23:02,Streaming,Y,Y,52.0,00:03:31,5.0,1,1,March
ID3887,Stewart,2021-03-09,15:27:22,Technical Support,Y,Y,15.0,00:04:43,5.0,1,1,March
ID3888,Dan,2021-03-09,15:27:22,Payment related,Y,Y,113.0,00:04:49,3.0,1,1,March
ID3889,Martha,2021-03-09,15:41:46,Technical Support,Y,Y,123.0,00:05:02,1.0,1,1,March
ID3890,Greg,2021-03-09,15:41:46,Payment related,Y,Y,97.0,00:02:01,4.0,1,1,March
ID3891,Becky,2021-03-09,15:43:12,Admin Support,Y,Y,22.0,00:04:40,3.0,1,1,March
ID3892,Greg,2021-03-09,15:43:12,Contract related,Y,Y,62.0,00:06:36,5.0,1,1,March
ID3893,Becky,2021-03-09,15:44:38,Contract related,Y,N,79.0,00:06:02,1.0,1,0,March
ID3894,Diane,2021-03-09,15:44:38,Payment related,Y,Y,85.0,00:03:07,4.0,1,1,March
ID3895,Stewart,2021-03-09,15:59:02,Technical Support,Y,Y,74.0,00:00:47,5.0,1,1,March
ID3896,Jim,2021-03-09,15:59:02,Streaming,Y,Y,61.0,00:05:00,4.0,1,1,March
ID3897,Diane,2021-03-09,16:52:19,Payment related,Y,Y,81.0,00:04:35,2.0,1,1,March
ID3898,Joe,2021-03-09,16:52:19,Admin Support,N,N,,,,0,0,March
ID3899,Joe,2021-03-09,16:59:31,Contract related,Y,Y,74.0,00:06:17,5.0,1,1,March
ID3900,Stewart,2021-03-09,16:59:31,Contract related,Y,N,32.0,00:04:19,4.0,1,0,March
ID3901,Greg,2021-03-09,17:06:43,Technical Support,Y,Y,99.0,00:04:24,3.0,1,1,March
ID3902,Becky,2021-03-09,17:06:43,Admin Support,N,N,,,,0,0,March
ID3903,Dan,2021-03-10,09:12:58,Technical Support,Y,Y,75.0,00:02:49,5.0,1,1,March
ID3904,Martha,2021-03-10,09:12:58,Payment related,N,N,,,,0,0,March
ID3905,Dan,2021-03-10,09:18:43,Technical Support,Y,Y,114.0,00:04:33,5.0,1,1,March
ID3906,Greg,2021-03-10,09:18:43,Technical Support,N,N,,,,0,0,March
ID3907,Jim,2021-03-10,09:51:50,Admin Support,Y,Y,50.0,00:06:13,3.0,1,1,March
ID3908,Jim,2021-03-10,09:51:50,Technical Support,N,N,,,,0,0,March
ID3909,Jim,2021-03-10,10:06:14,Admin Support,Y,N,115.0,00:03:10,2.0,1,0,March
ID3910,Becky,2021-03-10,10:06:14,Admin Support,Y,Y,48.0,00:01:31,4.0,1,1,March
ID3911,Joe,2021-03-10,10:07:41,Payment related,Y,Y,16.0,00:01:55,1.0,1,1,March
ID3912,Stewart,2021-03-10,10:07:41,Technical Support,Y,Y,74.0,00:06:37,5.0,1,1,March
ID3913,Joe,2021-03-10,10:22:05,Payment related,N,N,,,,0,0,March
ID3914,Greg,2021-03-10,10:22:05,Contract related,N,N,,,,0,0,March
ID3915,Greg,2021-03-10,10:26:24,Streaming,N,N,,,,0,0,March
ID3916,Stewart,2021-03-10,10:26:24,Streaming,Y,Y,37.0,00:05:05,5.0,1,1,March
ID3917,Martha,2021-03-10,12:04:19,Payment related,Y,Y,125.0,00:02:02,3.0,1,1,March
ID3918,Diane,2021-03-10,12:04:19,Admin Support,Y,Y,42.0,00:03:55,3.0,1,1,March
ID3919,Jim,2021-03-10,12:48:58,Payment related,N,N,,,,0,0,March
ID3920,Becky,2021-03-10,12:48:58,Streaming,Y,Y,43.0,00:00:36,3.0,1,1,March
ID3921,Becky,2021-03-10,13:29:17,Streaming,Y,Y,74.0,00:02:40,4.0,1,1,March
ID3922,Joe,2021-03-10,13:29:17,Admin Support,Y,Y,90.0,00:04:57,3.0,1,1,March
ID3923,Greg,2021-03-10,13:32:10,Contract related,N,N,,,,0,0,March
ID3924,Jim,2021-03-10,13:32:10,Admin Support,Y,Y,84.0,00:06:22,5.0,1,1,March
ID3925,Joe,2021-03-10,13:42:14,Payment related,Y,Y,51.0,00:06:45,3.0,1,1,March
ID3926,Diane,2021-03-10,13:42:14,Contract related,N,N,,,,0,0,March
ID3927,Diane,2021-03-10,13:45:07,Streaming,Y,N,90.0,00:04:23,3.0,1,0,March
ID3928,Joe,2021-03-10,13:45:07,Admin Support,Y,Y,82.0,00:00:49,3.0,1,1,March
ID3929,Greg,2021-03-10,13:48:00,Admin Support,Y,Y,77.0,00:04:06,3.0,1,1,March
ID3930,Martha,2021-03-10,13:48:00,Technical Support,N,N,,,,0,0,March
ID3931,Greg,2021-03-10,13:56:38,Contract related,Y,Y,116.0,00:00:31,3.0,1,1,March
ID3932,Stewart,2021-03-10,13:56:38,Payment related,Y,Y,120.0,00:01:24,3.0,1,1,March
ID3933,Dan,2021-03-10,14:00:58,Payment related,Y,Y,13.0,00:04:26,1.0,1,1,March
ID3934,Dan,2021-03-10,14:00:58,Streaming,Y,Y,26.0,00:03:01,3.0,1,1,March
ID3935,Stewart,2021-03-10,15:17:17,Contract related,Y,Y,93.0,00:02:18,3.0,1,1,March
ID3936,Dan,2021-03-10,15:17:17,Contract related,Y,Y,20.0,00:00:33,3.0,1,1,March
ID3937,Stewart,2021-03-10,15:24:29,Contract related,N,N,,,,0,0,March
ID3938,Joe,2021-03-10,15:24:29,Streaming,Y,Y,113.0,00:01:18,1.0,1,1,March
ID3939,Stewart,2021-03-10,16:00:29,Streaming,N,N,,,,0,0,March
ID3940,Joe,2021-03-10,16:00:29,Payment related,Y,Y,113.0,00:06:15,2.0,1,1,March
ID3941,Greg,2021-03-10,16:30:43,Streaming,Y,Y,44.0,00:03:17,5.0,1,1,March
ID3942,Becky,2021-03-10,16:30:43,Payment related,Y,Y,103.0,00:01:23,3.0,1,1,March
ID3943,Greg,2021-03-10,16:46:34,Streaming,Y,Y,92.0,00:06:23,2.0,1,1,March
ID3944,Dan,2021-03-10,16:46:34,Streaming,Y,N,92.0,00:04:20,3.0,1,0,March
ID3945,Dan,2021-03-10,17:05:17,Streaming,Y,Y,33.0,00:05:14,5.0,1,1,March
ID3946,Dan,2021-03-10,17:05:17,Contract related,Y,Y,24.0,00:04:40,5.0,1,1,March
ID3947,Greg,2021-03-10,17:35:31,Streaming,Y,Y,84.0,00:02:03,3.0,1,1,March
ID3948,Jim,2021-03-10,17:35:31,Technical Support,Y,Y,99.0,00:02:47,3.0,1,1,March
ID3949,Stewart,2021-03-11,09:10:05,Technical Support,N,N,,,,0,0,March
ID3950,Diane,2021-03-11,09:10:05,Technical Support,Y,Y,58.0,00:02:16,5.0,1,1,March
ID3951,Joe,2021-03-11,09:38:53,Streaming,N,N,,,,0,0,March
ID3952,Greg,2021-03-11,09:38:53,Admin Support,Y,Y,27.0,00:01:28,1.0,1,1,March
ID3953,Greg,2021-03-11,09:40:19,Payment related,Y,Y,48.0,00:00:44,3.0,1,1,March
ID3954,Jim,2021-03-11,09:40:19,Contract related,Y,Y,86.0,00:06:37,5.0,1,1,March
ID3955,Dan,2021-03-11,09:57:36,Streaming,N,N,,,,0,0,March
ID3956,Greg,2021-03-11,09:57:36,Technical Support,Y,Y,82.0,00:05:17,3.0,1,1,March
ID3957,Jim,2021-03-11,10:01:55,Technical Support,Y,Y,54.0,00:04:12,4.0,1,1,March
ID3958,Dan,2021-03-11,10:01:55,Technical Support,Y,Y,87.0,00:06:21,4.0,1,1,March
ID3959,Diane,2021-03-11,10:09:07,Admin Support,Y,Y,114.0,00:06:15,5.0,1,1,March
ID3960,Jim,2021-03-11,10:09:07,Admin Support,N,N,,,,0,0,March
ID3961,Jim,2021-03-11,10:24:58,Admin Support,Y,Y,104.0,00:00:48,5.0,1,1,March
ID3962,Stewart,2021-03-11,10:24:58,Streaming,Y,Y,81.0,00:02:50,5.0,1,1,March
ID3963,Greg,2021-03-11,10:30:43,Payment related,Y,Y,120.0,00:03:57,4.0,1,1,March
ID3964,Greg,2021-03-11,10:30:43,Payment related,N,N,,,,0,0,March
ID3965,Becky,2021-03-11,10:49:26,Contract related,Y,Y,72.0,00:05:11,3.0,1,1,March
ID3966,Stewart,2021-03-11,10:49:26,Admin Support,Y,Y,57.0,00:02:58,3.0,1,1,March
ID3967,Greg,2021-03-11,10:50:53,Admin Support,Y,Y,74.0,00:00:48,5.0,1,1,March
ID3968,Joe,2021-03-11,10:50:53,Streaming,Y,Y,53.0,00:05:42,3.0,1,1,March
ID3969,Greg,2021-03-11,11:00:58,Payment related,Y,Y,79.0,00:02:17,3.0,1,1,March
ID3970,Martha,2021-03-11,11:00:58,Streaming,Y,Y,100.0,00:06:00,3.0,1,1,March
ID3971,Dan,2021-03-11,11:26:53,Streaming,Y,Y,116.0,00:04:31,3.0,1,1,March
ID3972,Diane,2021-03-11,11:26:53,Technical Support,N,N,,,,0,0,March
ID3973,Martha,2021-03-11,11:38:24,Streaming,Y,Y,14.0,00:01:44,5.0,1,1,March
ID3974,Joe,2021-03-11,11:38:24,Streaming,Y,Y,92.0,00:01:41,5.0,1,1,March
ID3975,Jim,2021-03-11,12:02:53,Admin Support,Y,Y,92.0,00:02:30,1.0,1,1,March
ID3976,Joe,2021-03-11,12:02:53,Contract related,Y,Y,78.0,00:06:24,4.0,1,1,March
ID3977,Martha,2021-03-11,12:20:10,Technical Support,Y,Y,36.0,00:00:42,3.0,1,1,March
ID3978,Jim,2021-03-11,12:20:10,Streaming,N,N,,,,0,0,March
ID3979,Greg,2021-03-11,12:20:10,Payment related,Y,Y,20.0,00:04:32,2.0,1,1,March
ID3980,Dan,2021-03-11,12:20:10,Technical Support,Y,N,29.0,00:05:03,5.0,1,0,March
ID3981,Stewart,2021-03-11,12:31:41,Payment related,Y,Y,119.0,00:06:51,3.0,1,1,March
ID3982,Martha,2021-03-11,12:31:41,Payment related,Y,Y,67.0,00:05:10,5.0,1,1,March
ID3983,Jim,2021-03-11,12:38:53,Streaming,N,N,,,,0,0,March
ID3984,Martha,2021-03-11,12:38:53,Streaming,Y,Y,102.0,00:01:14,1.0,1,1,March
ID3985,Martha,2021-03-11,12:56:10,Streaming,Y,Y,72.0,00:05:24,4.0,1,1,March
ID3986,Diane,2021-03-11,12:56:10,Admin Support,Y,Y,107.0,00:01:58,5.0,1,1,March
ID3987,Greg,2021-03-11,12:57:36,Streaming,N,N,,,,0,0,March
ID3988,Becky,2021-03-11,12:57:36,Admin Support,N,N,,,,0,0,March
ID3989,Joe,2021-03-11,13:32:10,Payment related,Y,N,106.0,00:01:31,4.0,1,0,March
ID3990,Joe,2021-03-11,13:32:10,Admin Support,Y,Y,68.0,00:04:16,2.0,1,1,March
ID3991,Dan,2021-03-11,13:40:48,Technical Support,Y,Y,44.0,00:06:38,3.0,1,1,March
ID3992,Becky,2021-03-11,13:40:48,Admin Support,Y,Y,96.0,00:03:34,1.0,1,1,March
ID3993,Diane,2021-03-11,13:50:53,Payment related,N,N,,,,0,0,March
ID3994,Stewart,2021-03-11,13:50:53,Technical Support,Y,Y,53.0,00:00:34,4.0,1,1,March
ID3995,Dan,2021-03-11,13:56:38,Streaming,Y,Y,100.0,00:01:05,1.0,1,1,March
ID3996,Becky,2021-03-11,13:56:38,Streaming,Y,Y,75.0,00:01:55,2.0,1,1,March
ID3997,Jim,2021-03-11,13:59:31,Payment related,Y,Y,109.0,00:04:19,3.0,1,1,March
ID3998,Joe,2021-03-11,13:59:31,Payment related,Y,Y,95.0,00:02:14,4.0,1,1,March
ID3999,Stewart,2021-03-11,14:22:34,Contract related,Y,Y,69.0,00:00:59,4.0,1,1,March
ID4000,Becky,2021-03-11,14:22:34,Streaming,Y,Y,113.0,00:02:55,5.0,1,1,March
ID4001,Joe,2021-03-11,14:26:53,Admin Support,Y,Y,108.0,00:01:32,2.0,1,1,March
ID4002,Joe,2021-03-11,14:26:53,Streaming,Y,Y,46.0,00:05:20,2.0,1,1,March
ID4003,Joe,2021-03-11,14:28:19,Payment related,Y,Y,71.0,00:01:48,1.0,1,1,March
ID4004,Diane,2021-03-11,14:28:19,Admin Support,Y,Y,124.0,00:02:52,2.0,1,1,March
ID4005,Martha,2021-03-11,15:21:36,Technical Support,Y,Y,79.0,00:01:01,4.0,1,1,March
ID4006,Diane,2021-03-11,15:21:36,Payment related,Y,N,111.0,00:02:34,5.0,1,0,March
ID4007,Dan,2021-03-11,15:24:29,Payment related,Y,Y,27.0,00:00:43,4.0,1,1,March
ID4008,Becky,2021-03-11,15:24:29,Streaming,Y,Y,69.0,00:03:42,4.0,1,1,March
ID4009,Joe,2021-03-11,15:34:34,Payment related,Y,Y,121.0,00:05:16,1.0,1,1,March
ID4010,Stewart,2021-03-11,15:34:34,Streaming,Y,Y,16.0,00:06:15,3.0,1,1,March
ID4011,Stewart,2021-03-11,15:59:02,Contract related,N,N,,,,0,0,March
ID4012,Jim,2021-03-11,15:59:02,Streaming,Y,N,35.0,00:06:08,5.0,1,0,March
ID4013,Becky,2021-03-11,16:10:34,Streaming,Y,Y,85.0,00:03:44,3.0,1,1,March
ID4014,Dan,2021-03-11,16:10:34,Admin Support,Y,Y,73.0,00:02:57,2.0,1,1,March
ID4015,Martha,2021-03-11,16:13:26,Payment related,Y,Y,101.0,00:04:57,3.0,1,1,March
ID4016,Jim,2021-03-11,16:13:26,Admin Support,Y,Y,89.0,00:04:28,2.0,1,1,March
ID4017,Diane,2021-03-11,17:34:05,Technical Support,Y,Y,70.0,00:05:01,5.0,1,1,March
ID4018,Diane,2021-03-11,17:34:05,Contract related,Y,Y,52.0,00:05:32,3.0,1,1,March
ID4019,Jim,2021-03-11,17:39:50,Contract related,N,N,,,,0,0,March
ID4020,Dan,2021-03-11,17:39:50,Streaming,Y,Y,91.0,00:00:57,1.0,1,1,March
ID4021,Joe,2021-03-11,17:39:50,Payment related,N,N,,,,0,0,March
ID4022,Diane,2021-03-11,17:39:50,Technical Support,Y,Y,18.0,00:05:44,5.0,1,1,March
ID4023,Martha,2021-03-12,09:11:31,Contract related,Y,N,32.0,00:04:36,1.0,1,0,March
ID4024,Greg,2021-03-12,09:11:31,Payment related,Y,Y,71.0,00:05:00,3.0,1,1,March
ID4025,Stewart,2021-03-12,09:36:00,Technical Support,Y,Y,54.0,00:02:35,4.0,1,1,March
ID4026,Dan,2021-03-12,09:36:00,Contract related,Y,Y,121.0,00:04:24,4.0,1,1,March
ID4027,Dan,2021-03-12,09:57:36,Technical Support,Y,Y,59.0,00:01:07,3.0,1,1,March
ID4028,Jim,2021-03-12,09:57:36,Contract related,Y,Y,59.0,00:01:03,2.0,1,1,March
ID4029,Jim,2021-03-12,10:01:55,Payment related,Y,Y,108.0,00:03:20,5.0,1,1,March
ID4030,Stewart,2021-03-12,10:01:55,Technical Support,Y,Y,35.0,00:02:11,4.0,1,1,March
ID4031,Stewart,2021-03-12,10:03:22,Payment related,Y,Y,22.0,00:05:31,5.0,1,1,March
ID4032,Diane,2021-03-12,10:03:22,Technical Support,Y,Y,37.0,00:04:29,5.0,1,1,March
ID4033,Martha,2021-03-12,10:09:07,Payment related,Y,Y,14.0,00:06:52,3.0,1,1,March
ID4034,Greg,2021-03-12,10:09:07,Payment related,N,N,,,,0,0,March
ID4035,Martha,2021-03-12,10:12:00,Payment related,Y,Y,73.0,00:01:01,3.0,1,1,March
ID4036,Joe,2021-03-12,10:12:00,Streaming,N,N,,,,0,0,March
ID4037,Diane,2021-03-12,10:22:05,Admin Support,N,N,,,,0,0,March
ID4038,Jim,2021-03-12,10:22:05,Technical Support,Y,Y,63.0,00:02:55,1.0,1,1,March
ID4039,Jim,2021-03-12,10:42:14,Technical Support,Y,Y,64.0,00:05:50,4.0,1,1,March
ID4040,Joe,2021-03-12,10:42:14,Technical Support,Y,Y,17.0,00:05:40,3.0,1,1,March
ID4041,Diane,2021-03-12,11:12:29,Contract related,Y,Y,42.0,00:02:39,4.0,1,1,March
ID4042,Diane,2021-03-12,11:12:29,Technical Support,Y,Y,121.0,00:04:07,1.0,1,1,March
ID4043,Diane,2021-03-12,11:13:55,Payment related,Y,Y,56.0,00:03:29,4.0,1,1,March
ID4044,Joe,2021-03-12,11:13:55,Technical Support,Y,Y,123.0,00:05:15,4.0,1,1,March
ID4045,Diane,2021-03-12,11:16:48,Admin Support,Y,Y,27.0,00:00:49,5.0,1,1,March
ID4046,Dan,2021-03-12,11:16:48,Technical Support,Y,Y,46.0,00:03:49,4.0,1,1,March
ID4047,Diane,2021-03-12,12:01:26,Technical Support,Y,Y,117.0,00:02:07,2.0,1,1,March
ID4048,Becky,2021-03-12,12:01:26,Payment related,N,N,,,,0,0,March
ID4049,Greg,2021-03-12,12:57:36,Contract related,Y,Y,64.0,00:05:21,3.0,1,1,March
ID4050,Jim,2021-03-12,12:57:36,Contract related,Y,Y,20.0,00:02:48,4.0,1,1,March
ID4051,Stewart,2021-03-12,13:29:17,Contract related,Y,Y,21.0,00:06:34,5.0,1,1,March
ID4052,Greg,2021-03-12,13:29:17,Technical Support,N,N,,,,0,0,March
ID4053,Dan,2021-03-12,14:00:58,Streaming,Y,N,118.0,00:02:37,3.0,1,0,March
ID4054,Stewart,2021-03-12,14:00:58,Admin Support,Y,Y,105.0,00:05:28,2.0,1,1,March
ID4055,Joe,2021-03-12,14:18:14,Technical Support,Y,Y,117.0,00:00:46,4.0,1,1,March
ID4056,Martha,2021-03-12,14:18:14,Payment related,Y,N,16.0,00:03:33,4.0,1,0,March
ID4057,Joe,2021-03-12,14:31:12,Admin Support,Y,Y,110.0,00:02:01,5.0,1,1,March
ID4058,Diane,2021-03-12,14:31:12,Admin Support,N,N,,,,0,0,March
ID4059,Stewart,2021-03-12,14:32:38,Admin Support,Y,Y,57.0,00:02:05,5.0,1,1,March
ID4060,Joe,2021-03-12,14:32:38,Technical Support,Y,Y,105.0,00:06:50,3.0,1,1,March
ID4061,Greg,2021-03-12,14:57:07,Admin Support,Y,Y,95.0,00:06:12,5.0,1,1,March
ID4062,Jim,2021-03-12,14:57:07,Technical Support,Y,Y,19.0,00:05:47,2.0,1,1,March
ID4063,Becky,2021-03-12,16:06:14,Technical Support,Y,Y,25.0,00:05:10,3.0,1,1,March
ID4064,Becky,2021-03-12,16:06:14,Streaming,Y,N,65.0,00:02:07,2.0,1,0,March
ID4065,Jim,2021-03-12,16:23:31,Technical Support,Y,Y,27.0,00:02:48,1.0,1,1,March
ID4066,Jim,2021-03-12,16:23:31,Contract related,Y,Y,107.0,00:02:23,1.0,1,1,March
ID4067,Becky,2021-03-12,17:00:58,Admin Support,Y,Y,90.0,00:03:39,3.0,1,1,March
ID4068,Becky,2021-03-12,17:00:58,Payment related,Y,Y,45.0,00:01:31,3.0,1,1,March
ID4069,Dan,2021-03-12,17:11:02,Payment related,Y,Y,39.0,00:05:43,4.0,1,1,March
ID4070,Joe,2021-03-12,17:11:02,Streaming,Y,Y,63.0,00:04:43,5.0,1,1,March
ID4071,Greg,2021-03-12,17:52:48,Admin Support,Y,N,95.0,00:00:38,1.0,1,0,March
ID4072,Joe,2021-03-12,17:52:48,Admin Support,Y,Y,39.0,00:05:24,4.0,1,1,March
ID4073,Diane,2021-03-13,09:02:53,Admin Support,N,N,,,,0,0,March
ID4074,Martha,2021-03-13,09:02:53,Admin Support,N,N,,,,0,0,March
ID4075,Martha,2021-03-13,09:02:53,Admin Support,Y,Y,125.0,00:01:00,3.0,1,1,March
ID4076,Martha,2021-03-13,09:02:53,Technical Support,Y,Y,73.0,00:01:30,4.0,1,1,March
ID4077,Greg,2021-03-13,09:38:53,Admin Support,Y,Y,116.0,00:00:56,4.0,1,1,March
ID4078,Joe,2021-03-13,09:38:53,Technical Support,Y,Y,115.0,00:02:21,2.0,1,1,March
ID4079,Joe,2021-03-13,10:49:26,Admin Support,N,N,,,,0,0,March
ID4080,Stewart,2021-03-13,10:49:26,Payment related,Y,Y,56.0,00:06:07,2.0,1,1,March
ID4081,Dan,2021-03-13,11:15:22,Technical Support,Y,Y,123.0,00:02:39,2.0,1,1,March
ID4082,Becky,2021-03-13,11:15:22,Admin Support,Y,Y,36.0,00:00:50,1.0,1,1,March
ID4083,Greg,2021-03-13,11:28:19,Technical Support,Y,Y,84.0,00:01:33,5.0,1,1,March
ID4084,Martha,2021-03-13,11:28:19,Streaming,Y,Y,74.0,00:03:01,3.0,1,1,March
ID4085,Jim,2021-03-13,11:38:24,Streaming,Y,Y,20.0,00:04:16,5.0,1,1,March
ID4086,Martha,2021-03-13,11:38:24,Streaming,N,N,,,,0,0,March
